gene_id	flanks
ENSG00000186575.19	29694745-29695145
ENSG00000128298.18	38089322-38089722
ENSG00000128298.18	38089474-38089874
ENSG00000128298.18	38096832-38097232
ENSG00000128298.18	38096978-38097378
ENSG00000100206.11	38568006-38568406
ENSG00000100206.11	38568089-38568489
ENSG00000100206.11	38568209-38568609
ENSG00000100206.11	38569843-38570243
ENSG00000100206.11	38569854-38570254
ENSG00000100206.11	38569931-38570331
ENSG00000100206.11	38569983-38570383
ENSG00000100206.11	38569984-38570384
ENSG00000100206.11	38570004-38570404
ENSG00000100316.16	39318200-39318600
ENSG00000100316.16	39318392-39318792
ENSG00000100316.16	39318414-39318814
ENSG00000100316.16	39319299-39319699
ENSG00000100316.16	39319377-39319777
ENSG00000100316.16	39319392-39319792
ENSG00000100316.16	39319395-39319795
ENSG00000100316.16	39319423-39319823
ENSG00000100316.16	39319425-39319825
ENSG00000100316.16	39319449-39319849
ENSG00000100316.16	39319527-39319927
ENSG00000219438.9	48576253-48576653
ENSG00000219438.9	48576371-48576771
ENSG00000219438.9	48646397-48646797
ENSG00000219438.9	48646546-48646946
ENSG00000144815.17	101779002-101779402
ENSG00000144815.17	101779011-101779411
ENSG00000144815.17	101779046-101779446
ENSG00000144815.17	101779124-101779524
ENSG00000144815.17	101779242-101779642
ENSG00000144815.17	101779295-101779695
ENSG00000144815.17	101781910-101782310
ENSG00000144815.17	101782089-101782489
ENSG00000144815.17	101782090-101782490
ENSG00000173706.14	125013790-125014190
ENSG00000173706.14	125014513-125014913
ENSG00000173706.14	125014812-125015212
ENSG00000173706.14	125019062-125019462
ENSG00000173706.14	125019212-125019612
ENSG00000183624.14	129278582-129278982
ENSG00000183624.14	129278628-129279028
ENSG00000183624.14	129278646-129279046
ENSG00000183624.14	129278670-129279070
ENSG00000183624.14	129278680-129279080
ENSG00000183624.14	129278705-129279105
ENSG00000183624.14	129278756-129279156
ENSG00000183624.14	129278774-129279174
ENSG00000183624.14	129278793-129279193
ENSG00000183624.14	129278805-129279205
ENSG00000183624.14	129278843-129279243
ENSG00000183624.14	129279510-129279910
ENSG00000172765.18	129832558-129832958
ENSG00000172765.18	129832574-129832974
ENSG00000172765.18	129832626-129833026
ENSG00000172765.18	129880109-129880509
ENSG00000114209.15	167719898-167720298
ENSG00000114209.15	167720005-167720405
ENSG00000114209.15	167720073-167720473
ENSG00000114209.15	167734462-167734862
ENSG00000114209.15	167734606-167735006
ENSG00000114209.15	167734621-167735021
ENSG00000114209.15	167734632-167735032
ENSG00000114209.15	167734636-167735036
ENSG00000114209.15	167734651-167735051
ENSG00000114209.15	167734663-167735063
ENSG00000114209.15	167734692-167735092
ENSG00000114209.15	167734729-167735129
ENSG00000114209.15	167734730-167735130
ENSG00000114209.15	167734739-167735139
ENSG00000114346.14	172755095-172755495
ENSG00000114346.14	172755098-172755498
ENSG00000114346.14	172755174-172755574
ENSG00000114346.14	172755283-172755683
ENSG00000114346.14	172755375-172755775
ENSG00000114346.14	172756783-172757183
ENSG00000114346.14	172756809-172757209
ENSG00000114346.14	172756892-172757292
ENSG00000114346.14	172756930-172757330
ENSG00000114346.14	172756965-172757365
ENSG00000156976.17	186787549-186787949
ENSG00000156976.17	186787576-186787976
ENSG00000156976.17	186787603-186788003
ENSG00000156976.17	186787682-186788082
ENSG00000156976.17	186787999-186788399
ENSG00000156976.17	186788056-186788456
ENSG00000156976.17	186788110-186788510
ENSG00000156976.17	186788168-186788568
ENSG00000156976.17	186788216-186788616
ENSG00000156976.17	186788220-186788620
ENSG00000156976.17	186788307-186788707
ENSG00000156976.17	186788925-186789325
ENSG00000156976.17	186788940-186789340
ENSG00000156976.17	186789091-186789491
ENSG00000163923.10	187127799-187128199
ENSG00000163923.10	187127862-187128262
ENSG00000163923.10	187139013-187139413
ENSG00000114279.15	192360228-192360628
ENSG00000114279.15	192360338-192360738
ENSG00000114279.15	192407825-192408225
ENSG00000133657.17	194461940-194462340
ENSG00000133657.17	194461990-194462390
ENSG00000133657.17	194462012-194462412
ENSG00000133657.17	194462036-194462436
ENSG00000133657.17	194485594-194485994
ENSG00000133657.17	194485635-194486035
ENSG00000242086.8	195683550-195683950
ENSG00000242086.8	195683552-195683952
ENSG00000242086.8	195683554-195683954
ENSG00000242086.8	195683573-195683973
ENSG00000242086.8	195683577-195683977
ENSG00000242086.8	195683633-195684033
ENSG00000242086.8	195683665-195684065
ENSG00000242086.8	195685618-195686018
ENSG00000242086.8	195685621-195686021
ENSG00000242086.8	195685704-195686104
ENSG00000242086.8	195685721-195686121
ENSG00000242086.8	195685739-195686139
ENSG00000242086.8	195685747-195686147
ENSG00000242086.8	195688167-195688567
ENSG00000242086.8	195688184-195688584
ENSG00000242086.8	195688226-195688626
ENSG00000242086.8	195688321-195688721
ENSG00000242086.8	195688333-195688733
ENSG00000242086.8	195688348-195688748
ENSG00000242086.8	195688353-195688753
ENSG00000242086.8	195688382-195688782
ENSG00000242086.8	195688447-195688847
ENSG00000242086.8	195688451-195688851
ENSG00000242086.8	195688470-195688870
ENSG00000242086.8	195688482-195688882
ENSG00000075711.21	197161440-197161840
ENSG00000075711.21	197161538-197161938
ENSG00000075711.21	197194137-197194537
ENSG00000075711.21	197194225-197194625
ENSG00000075711.21	197194389-197194789
ENSG00000182899.17	197949990-197950390
ENSG00000182899.17	197949991-197950391
ENSG00000182899.17	197949992-197950392
ENSG00000182899.17	197949993-197950393
ENSG00000182899.17	197950006-197950406
ENSG00000182899.17	197950021-197950421
ENSG00000182899.17	197950099-197950499
ENSG00000182899.17	197950559-197950959
ENSG00000182899.17	197950683-197951083
ENSG00000182899.17	197950684-197951084
ENSG00000182899.17	197950736-197951136
ENSG00000182899.17	197950754-197951154
ENSG00000182899.17	197950778-197951178
ENSG00000236438.7	198198746-198199146
ENSG00000236438.7	198198810-198199210
ENSG00000236438.7	198208064-198208464
ENSG00000236438.7	198208187-198208587
ENSG00000174748.22	23916779-23917179
ENSG00000174748.22	23916790-23917190
ENSG00000174748.22	23916895-23917295
ENSG00000174748.22	23916932-23917332
ENSG00000174748.22	23916938-23917338
ENSG00000174748.22	23916939-23917339
ENSG00000174748.22	23916947-23917347
ENSG00000174748.22	23916948-23917348
ENSG00000174748.22	23916973-23917373
ENSG00000174748.22	23917039-23917439
ENSG00000174748.22	23917095-23917495
ENSG00000174748.22	23917099-23917499
ENSG00000174748.22	23917465-23917865
ENSG00000174748.22	23917505-23917905
ENSG00000174748.22	23917637-23918037
ENSG00000174748.22	23917650-23918050
ENSG00000174748.22	23917747-23918147
ENSG00000174748.22	23917773-23918173
ENSG00000174748.22	23917831-23918231
ENSG00000003756.17	50099782-50100182
ENSG00000003756.17	50099804-50100204
ENSG00000003756.17	50099810-50100210
ENSG00000003756.17	50099845-50100245
ENSG00000003756.17	50099851-50100251
ENSG00000003756.17	50099854-50100254
ENSG00000003756.17	50099972-50100372
ENSG00000003756.17	50100332-50100732
ENSG00000003756.17	50100405-50100805
ENSG00000003756.17	50102883-50103283
ENSG00000003756.17	50102907-50103307
ENSG00000003756.17	50102966-50103366
ENSG00000088538.13	51075156-51075556
ENSG00000088538.13	51075240-51075640
ENSG00000088538.13	51089043-51089443
ENSG00000088538.13	51089084-51089484
ENSG00000168268.11	52524270-52524670
ENSG00000168268.11	52524293-52524693
ENSG00000168268.11	52524295-52524695
ENSG00000168268.11	52524323-52524723
ENSG00000168268.11	52524411-52524811
ENSG00000168268.11	52524413-52524813
ENSG00000168268.11	52524531-52524931
ENSG00000168268.11	52524617-52525017
ENSG00000168268.11	52524681-52525081
ENSG00000168268.11	52524763-52525163
ENSG00000168268.11	52524860-52525260
ENSG00000168268.11	52524903-52525303
ENSG00000241472.7	62294500-62294900
ENSG00000241472.7	62294578-62294978
ENSG00000241472.7	62316906-62317306
ENSG00000241472.7	62316992-62317392
ENSG00000241472.7	62317030-62317430
ENSG00000151276.24	65442592-65442992
ENSG00000151276.24	65442649-65443049
ENSG00000151276.24	65447822-65448222
ENSG00000151276.24	65447857-65448257
ENSG00000151276.24	65448037-65448437
ENSG00000151276.24	65453058-65453458
ENSG00000151276.24	65453140-65453540
ENSG00000170854.18	97967423-97967823
ENSG00000170854.18	97967432-97967832
ENSG00000170854.18	97972181-97972581
ENSG00000170854.18	97972231-97972631
ENSG00000170854.18	97972257-97972657
ENSG00000080822.17	98521083-98521483
ENSG00000080822.17	98521130-98521530
ENSG00000080822.17	98521177-98521577
ENSG00000080822.17	98521237-98521637
ENSG00000080822.17	98521242-98521642
ENSG00000080822.17	98522554-98522954
ENSG00000080822.17	98522588-98522988
ENSG00000080822.17	98522633-98523033
ENSG00000080822.17	98522646-98523046
ENSG00000080822.17	98522649-98523049
ENSG00000080822.17	98522651-98523051
ENSG00000080822.17	98522675-98523075
ENSG00000080822.17	98522687-98523087
ENSG00000080822.17	98522699-98523099
ENSG00000080822.17	98522702-98523102
ENSG00000080822.17	98522705-98523105
ENSG00000080822.17	98522722-98523122
ENSG00000080822.17	98522731-98523131
ENSG00000080822.17	98522755-98523155
ENSG00000080822.17	98522759-98523159
ENSG00000080822.17	98522764-98523164
ENSG00000080822.17	98522785-98523185
ENSG00000080822.17	98522818-98523218
ENSG00000080822.17	98522841-98523241
ENSG00000164038.16	103057601-103058001
ENSG00000164038.16	103057614-103058014
ENSG00000164038.16	103057742-103058142
ENSG00000164038.16	103057771-103058171
ENSG00000164038.16	103065568-103065968
ENSG00000164038.16	103066127-103066527
ENSG00000164038.16	103066259-103066659
ENSG00000164038.16	103066307-103066707
ENSG00000145362.21	113369502-113369902
ENSG00000145362.21	113369605-113370005
ENSG00000145362.21	113372333-113372733
ENSG00000145362.21	113372425-113372825
ENSG00000145362.21	113372890-113373290
ENSG00000145362.21	113372973-113373373
ENSG00000145362.21	113373085-113373485
ENSG00000164144.16	152863406-152863806
ENSG00000164144.16	152863514-152863914
ENSG00000164144.16	152870553-152870953
ENSG00000164144.16	152870648-152871048
ENSG00000164144.16	152872252-152872652
ENSG00000164144.16	152872364-152872764
ENSG00000145428.15	153723094-153723494
ENSG00000145428.15	153723151-153723551
ENSG00000145428.15	153723200-153723600
ENSG00000145428.15	153723258-153723658
ENSG00000145428.15	153728007-153728407
ENSG00000145428.15	153728161-153728561
ENSG00000109576.14	170072961-170073361
ENSG00000109576.14	170073050-170073450
ENSG00000109576.14	170073145-170073545
ENSG00000109576.14	170078309-170078709
ENSG00000109576.14	170078383-170078783
ENSG00000109586.12	173295560-173295960
ENSG00000109586.12	173295564-173295964
ENSG00000109586.12	173295643-173296043
ENSG00000109586.12	173297595-173297995
ENSG00000109586.12	173297777-173298177
ENSG00000109586.12	173297836-173298236
ENSG00000109586.12	173297915-173298315
ENSG00000109586.12	173298097-173298497
ENSG00000109586.12	173298171-173298571
ENSG00000109586.12	173301847-173302247
ENSG00000109586.12	173301964-173302364
ENSG00000154556.18	185630349-185630749
ENSG00000154556.18	185630383-185630783
ENSG00000154556.18	185630398-185630798
ENSG00000154556.18	185645783-185646183
ENSG00000154556.18	185645871-185646271
ENSG00000154556.18	185645974-185646374
ENSG00000154556.18	185646417-185646817
ENSG00000154556.18	185646467-185646867
ENSG00000154556.18	185646468-185646868
ENSG00000154556.18	185646500-185646900
ENSG00000154556.18	185646582-185646982
ENSG00000109536.12	189951962-189952362
ENSG00000109536.12	189952087-189952487
ENSG00000109536.12	189954837-189955237
ENSG00000109536.12	189954950-189955350
ENSG00000109536.12	189954951-189955351
ENSG00000109536.12	189957198-189957598
ENSG00000109536.12	189957302-189957702
ENSG00000168214.22	26320761-26321161
ENSG00000168214.22	26320775-26321175
ENSG00000168214.22	26320803-26321203
ENSG00000168214.22	26320807-26321207
ENSG00000168214.22	26320811-26321211
ENSG00000168214.22	26320814-26321214
ENSG00000168214.22	26320815-26321215
ENSG00000168214.22	26320816-26321216
ENSG00000168214.22	26320822-26321222
ENSG00000168214.22	26320848-26321248
ENSG00000168214.22	26321028-26321428
ENSG00000168214.22	26386153-26386553
ENSG00000168214.22	26386191-26386591
ENSG00000109689.19	27007333-27007733
ENSG00000109689.19	27007500-27007900
ENSG00000109689.19	27007783-27008183
ENSG00000109689.19	27007806-27008206
ENSG00000109689.19	27008228-27008628
ENSG00000109689.19	27008328-27008728
ENSG00000159788.20	3342737-3343137
ENSG00000159788.20	3342853-3343253
ENSG00000159788.20	3342989-3343389
ENSG00000159788.20	3386216-3386616
ENSG00000159788.20	3386237-3386637
ENSG00000065882.17	38049557-38049957
ENSG00000065882.17	38049604-38050004
ENSG00000065882.17	38049698-38050098
ENSG00000065882.17	38051699-38052099
ENSG00000065882.17	38051860-38052260
ENSG00000134852.15	55482539-55482939
ENSG00000134852.15	55482573-55482973
ENSG00000134852.15	55482628-55483028
ENSG00000134852.15	55486193-55486593
ENSG00000134852.15	55486194-55486594
ENSG00000134852.15	55486349-55486749
ENSG00000134852.15	55489174-55489574
ENSG00000134852.15	55489265-55489665
ENSG00000150471.17	61733354-61733754
ENSG00000150471.17	61813609-61814009
ENSG00000150471.17	61813689-61814089
ENSG00000133256.13	662309-662709
ENSG00000133256.13	662418-662818
ENSG00000133256.13	662900-663300
ENSG00000133256.13	662987-663387
ENSG00000138771.16	76555409-76555809
ENSG00000138771.16	76555414-76555814
ENSG00000138771.16	76555563-76555963
ENSG00000138771.16	76709858-76710258
ENSG00000138771.16	76709956-76710356
ENSG00000138771.16	76710087-76710487
ENSG00000138674.17	82857489-82857889
ENSG00000138674.17	82857564-82857964
ENSG00000138674.17	82861431-82861831
ENSG00000138674.17	82861508-82861908
ENSG00000138674.17	82862334-82862734
ENSG00000138674.17	82862372-82862772
ENSG00000138674.17	82863011-82863411
ENSG00000138674.17	82863118-82863518
ENSG00000138674.17	82863192-82863592
ENSG00000109339.24	86354330-86354730
ENSG00000109339.24	86354382-86354782
ENSG00000109339.24	86354428-86354828
ENSG00000109339.24	86354444-86354844
ENSG00000109339.24	86359458-86359858
ENSG00000109339.24	86359465-86359865
ENSG00000109339.24	86359471-86359871
ENSG00000109339.24	86359494-86359894
ENSG00000109339.24	86359531-86359931
ENSG00000109339.24	86359545-86359945
ENSG00000109339.24	86359562-86359962
ENSG00000109339.24	86359622-86360022
ENSG00000109339.24	86359634-86360034
ENSG00000109339.24	86359642-86360042
ENSG00000109339.24	86359644-86360044
ENSG00000109339.24	86359649-86360049
ENSG00000151247.13	98901676-98902076
ENSG00000151247.13	98901782-98902182
ENSG00000151247.13	98928697-98929097
ENSG00000151247.13	98928758-98929158
ENSG00000151247.13	98928892-98929292
ENSG00000151247.13	98928895-98929295
ENSG00000151247.13	98928901-98929301
ENSG00000151247.13	98928925-98929325
ENSG00000151247.13	98928928-98929328
ENSG00000151247.13	98928933-98929333
ENSG00000151292.17	123604524-123604924
ENSG00000151292.17	123604630-123605030
ENSG00000151292.17	123605139-123605539
ENSG00000151292.17	123605162-123605562
ENSG00000151292.17	123614142-123614542
ENSG00000151292.17	123614255-123614655
ENSG00000158987.22	131446503-131446903
ENSG00000158987.22	131449823-131450223
ENSG00000158987.22	131449846-131450246
ENSG00000158987.22	131452854-131453254
ENSG00000158987.22	131452977-131453377
ENSG00000081059.20	134143277-134143677
ENSG00000081059.20	134143392-134143792
ENSG00000081059.20	134143440-134143840
ENSG00000081059.20	134144597-134144997
ENSG00000081059.20	134144669-134145069
ENSG00000113648.17	135359742-135360142
ENSG00000113648.17	135360216-135360616
ENSG00000113648.17	135360297-135360697
ENSG00000113648.17	135360319-135360719
ENSG00000113648.17	135360404-135360804
ENSG00000113648.17	135360407-135360807
ENSG00000280987.4	139278778-139279178
ENSG00000280987.4	139278851-139279251
ENSG00000280987.4	139278929-139279329
ENSG00000280987.4	139279639-139280039
ENSG00000280987.4	139279735-139280135
ENSG00000280987.4	139279858-139280258
ENSG00000280987.4	139279859-139280259
ENSG00000131503.21	140464467-140464867
ENSG00000131503.21	140464576-140464976
ENSG00000131503.21	140472039-140472439
ENSG00000131503.21	140472095-140472495
ENSG00000131503.21	140482380-140482780
ENSG00000131503.21	140482467-140482867
ENSG00000037749.13	154038627-154039027
ENSG00000037749.13	154038636-154039036
ENSG00000037749.13	154038657-154039057
ENSG00000037749.13	154038666-154039066
ENSG00000037749.13	154038680-154039080
ENSG00000037749.13	154038698-154039098
ENSG00000037749.13	154038707-154039107
ENSG00000037749.13	154038710-154039110
ENSG00000037749.13	154038721-154039121
ENSG00000037749.13	154038732-154039132
ENSG00000037749.13	154038736-154039136
ENSG00000037749.13	154038759-154039159
ENSG00000037749.13	154038767-154039167
ENSG00000037749.13	154038768-154039168
ENSG00000037749.13	154038774-154039174
ENSG00000037749.13	154038793-154039193
ENSG00000037749.13	154038794-154039194
ENSG00000037749.13	154038799-154039199
ENSG00000037749.13	154038811-154039211
ENSG00000037749.13	154038858-154039258
ENSG00000037749.13	154038866-154039266
ENSG00000037749.13	154049357-154049757
ENSG00000185986.13	1575979-1576379
ENSG00000185986.13	1576109-1576509
ENSG00000185986.13	1579077-1579477
ENSG00000145555.15	16710880-16711280
ENSG00000145555.15	16710921-16711321
ENSG00000145555.15	16710960-16711360
ENSG00000145555.15	16711045-16711445
ENSG00000145555.15	16713130-16713530
ENSG00000145555.15	16713268-16713668
ENSG00000037241.7	172959090-172959490
ENSG00000037241.7	172959177-172959577
ENSG00000037241.7	172959192-172959592
ENSG00000037241.7	172959224-172959624
ENSG00000037241.7	172959260-172959660
ENSG00000037241.7	172959268-172959668
ENSG00000037241.7	172959314-172959714
ENSG00000037241.7	172959320-172959720
ENSG00000037241.7	172959427-172959827
ENSG00000037241.7	172959565-172959965
ENSG00000037241.7	172959665-172960065
ENSG00000037241.7	172959789-172960189
ENSG00000037241.7	172959841-172960241
ENSG00000198055.11	177440719-177441119
ENSG00000198055.11	177440853-177441253
ENSG00000198055.11	177441045-177441445
ENSG00000198055.11	177441535-177441935
ENSG00000198055.11	177441537-177441937
ENSG00000169045.17	179622837-179623237
ENSG00000169045.17	179622849-179623249
ENSG00000169045.17	179622933-179623333
ENSG00000169045.17	179622964-179623364
ENSG00000169045.17	179622968-179623368
ENSG00000169045.17	179622969-179623369
ENSG00000169045.17	179622987-179623387
ENSG00000169045.17	179623081-179623481
ENSG00000169045.17	179623395-179623795
ENSG00000169045.17	179623436-179623836
ENSG00000169045.17	179623446-179623846
ENSG00000169045.17	179623468-179623868
ENSG00000169045.17	179623469-179623869
ENSG00000169045.17	179623470-179623870
ENSG00000169045.17	179623471-179623871
ENSG00000169045.17	179623498-179623898
ENSG00000169045.17	179623507-179623907
ENSG00000169045.17	179623510-179623910
ENSG00000169045.17	179623512-179623912
ENSG00000169045.17	179623521-179623921
ENSG00000238035.8	181316090-181316490
ENSG00000238035.8	181316125-181316525
ENSG00000238035.8	181316168-181316568
ENSG00000238035.8	181316286-181316686
ENSG00000238035.8	181316297-181316697
ENSG00000238035.8	181317131-181317531
ENSG00000238035.8	181317195-181317595
ENSG00000215158.9	34219717-34220117
ENSG00000215158.9	34219750-34220150
ENSG00000215158.9	34244416-34244816
ENSG00000215158.9	34244498-34244898
ENSG00000215158.9	34244596-34244996
ENSG00000039560.14	34811980-34812380
ENSG00000039560.14	34812008-34812408
ENSG00000039560.14	34813374-34813774
ENSG00000039560.14	34813460-34813860
ENSG00000039560.14	34814383-34814783
ENSG00000039560.14	34814469-34814869
ENSG00000113391.19	94052926-94053326
ENSG00000113391.19	94053027-94053427
ENSG00000113391.19	94111311-94111711
ENSG00000113391.19	94111448-94111848
ENSG00000113391.19	94111463-94111863
ENSG00000113391.19	94111476-94111876
ENSG00000113391.19	94111499-94111899
ENSG00000153113.24	96739838-96740238
ENSG00000153113.24	96739904-96740304
ENSG00000153113.24	96739918-96740318
ENSG00000153113.24	96740545-96740945
ENSG00000153113.24	96740583-96740983
ENSG00000153113.24	96740879-96741279
ENSG00000153113.24	96741066-96741466
ENSG00000153113.24	96741117-96741517
ENSG00000153113.24	96741125-96741525
ENSG00000153113.24	96741142-96741542
ENSG00000153113.24	96741147-96741547
ENSG00000153113.24	96741158-96741558
ENSG00000118690.13	108876147-108876547
ENSG00000118690.13	108876150-108876550
ENSG00000118690.13	108879728-108880128
ENSG00000010810.17	111696077-111696477
ENSG00000010810.17	111696082-111696482
ENSG00000010810.17	111696100-111696500
ENSG00000010810.17	111696256-111696656
ENSG00000010810.17	111696324-111696724
ENSG00000010810.17	111699315-111699715
ENSG00000010810.17	111699470-111699870
ENSG00000010810.17	111699735-111700135
ENSG00000010810.17	111699904-111700304
ENSG00000010810.17	111699987-111700387
ENSG00000010810.17	111700068-111700468
ENSG00000010810.17	111702678-111703078
ENSG00000010810.17	111702685-111703085
ENSG00000010810.17	111702786-111703186
ENSG00000010810.17	111702823-111703223
ENSG00000010810.17	111702834-111703234
ENSG00000184465.16	169663506-169663906
ENSG00000184465.16	169663523-169663923
ENSG00000184465.16	169663678-169664078
ENSG00000184465.16	169663966-169664366
ENSG00000184465.16	169663977-169664377
ENSG00000184465.16	169664086-169664486
ENSG00000137177.20	17764746-17765146
ENSG00000137177.20	17770914-17771314
ENSG00000137177.20	17771018-17771418
ENSG00000137177.20	17771708-17772108
ENSG00000137177.20	17771859-17772259
ENSG00000124570.21	2958968-2959368
ENSG00000124570.21	2959098-2959498
ENSG00000124570.21	2959142-2959542
ENSG00000124570.21	2970917-2971317
ENSG00000124570.21	2971006-2971406
ENSG00000124570.21	2971038-2971438
ENSG00000124570.21	2971048-2971448
ENSG00000124570.21	2971070-2971470
ENSG00000124570.21	2971076-2971476
ENSG00000124570.21	2971084-2971484
ENSG00000124570.21	2971131-2971531
ENSG00000124570.21	2971154-2971554
ENSG00000204632.13	29830178-29830578
ENSG00000204632.13	29830210-29830610
ENSG00000204632.13	29830353-29830753
ENSG00000204632.13	29830400-29830800
ENSG00000204632.13	29830568-29830968
ENSG00000124588.22	3012344-3012744
ENSG00000124588.22	3012361-3012761
ENSG00000124588.22	3012474-3012874
ENSG00000124588.22	3015330-3015730
ENSG00000124588.22	3015443-3015843
ENSG00000137343.18	30642811-30643211
ENSG00000137343.18	30643329-30643729
ENSG00000137343.18	30645695-30646095
ENSG00000137343.18	30645774-30646174
ENSG00000137343.18	30645867-30646267
ENSG00000146112.12	30685846-30686246
ENSG00000146112.12	30686914-30687314
ENSG00000146112.12	30686958-30687358
ENSG00000146112.12	30686993-30687393
ENSG00000146112.12	30687016-30687416
ENSG00000137337.16	30707184-30707584
ENSG00000137337.16	30707254-30707654
ENSG00000137337.16	30707366-30707766
ENSG00000137337.16	30707485-30707885
ENSG00000204580.14	30880770-30881170
ENSG00000204580.14	30880787-30881187
ENSG00000204580.14	30880835-30881235
ENSG00000204580.14	30880866-30881266
ENSG00000204580.14	30880925-30881325
ENSG00000204580.14	30881095-30881495
ENSG00000204580.14	30884153-30884553
ENSG00000204580.14	30884319-30884719
ENSG00000204580.14	30884338-30884738
ENSG00000204580.14	30884347-30884747
ENSG00000204580.14	30884350-30884750
ENSG00000204580.14	30884351-30884751
ENSG00000204580.14	30884356-30884756
ENSG00000204580.14	30884451-30884851
ENSG00000204580.14	30884507-30884907
ENSG00000204580.14	30884510-30884910
ENSG00000198563.14	31540214-31540614
ENSG00000198563.14	31540334-31540734
ENSG00000198563.14	31540336-31540736
ENSG00000198563.14	31540366-31540766
ENSG00000198563.14	31540464-31540864
ENSG00000198563.14	31541633-31542033
ENSG00000198563.14	31541737-31542137
ENSG00000198563.14	31541750-31542150
ENSG00000198563.14	31541781-31542181
ENSG00000198563.14	31541786-31542186
ENSG00000198563.14	31541789-31542189
ENSG00000198563.14	31541791-31542191
ENSG00000198563.14	31541801-31542201
ENSG00000198563.14	31541803-31542203
ENSG00000198563.14	31541817-31542217
ENSG00000198563.14	31541818-31542218
ENSG00000198563.14	31541948-31542348
ENSG00000204463.14	31643882-31644282
ENSG00000204463.14	31643994-31644394
ENSG00000204463.14	31644000-31644400
ENSG00000204463.14	31644027-31644427
ENSG00000204463.14	31644107-31644507
ENSG00000204463.14	31644116-31644516
ENSG00000204463.14	31644117-31644517
ENSG00000204463.14	31644214-31644614
ENSG00000204463.14	31644294-31644694
ENSG00000204463.14	31644325-31644725
ENSG00000204463.14	31644402-31644802
ENSG00000204463.14	31644429-31644829
ENSG00000237441.10	33296832-33297232
ENSG00000237441.10	33296903-33297303
ENSG00000237441.10	33296915-33297315
ENSG00000237441.10	33297014-33297414
ENSG00000237441.10	33298201-33298601
ENSG00000237441.10	33298255-33298655
ENSG00000237441.10	33298321-33298721
ENSG00000237441.10	33298451-33298851
ENSG00000065029.15	35259328-35259728
ENSG00000065029.15	35259404-35259804
ENSG00000065029.15	35259527-35259927
ENSG00000065029.15	35259535-35259935
ENSG00000065029.15	35259574-35259974
ENSG00000065029.15	35259641-35260041
ENSG00000065029.15	35280856-35281256
ENSG00000065029.15	35280905-35281305
ENSG00000065029.15	35281024-35281424
ENSG00000188112.9	42110016-42110416
ENSG00000188112.9	42110091-42110491
ENSG00000188112.9	42126643-42127043
ENSG00000188112.9	42128472-42128872
ENSG00000188112.9	42128578-42128978
ENSG00000112715.26	43778564-43778964
ENSG00000112715.26	43778689-43779089
ENSG00000112715.26	43778718-43779118
ENSG00000112715.26	43778737-43779137
ENSG00000112715.26	43780532-43780932
ENSG00000112715.26	43780585-43780985
ENSG00000112715.26	43780603-43781003
ENSG00000112715.26	43780654-43781054
ENSG00000112715.26	43781756-43782156
ENSG00000112715.26	43781811-43782211
ENSG00000112715.26	43781852-43782252
ENSG00000112715.26	43781887-43782287
ENSG00000112759.19	44219415-44219815
ENSG00000112759.19	44219428-44219828
ENSG00000112759.19	44219430-44219830
ENSG00000112759.19	44219436-44219836
ENSG00000112759.19	44219582-44219982
ENSG00000112759.19	44226939-44227339
ENSG00000112759.19	44227060-44227460
ENSG00000112759.19	44227063-44227463
ENSG00000112759.19	44227128-44227528
ENSG00000112759.19	44227142-44227542
ENSG00000196586.17	75892330-75892730
ENSG00000196586.17	75892490-75892890
ENSG00000196586.17	75907405-75907805
ENSG00000196586.17	75907508-75907908
ENSG00000135317.14	85536592-85536992
ENSG00000135317.14	85536724-85537124
ENSG00000135317.14	85538638-85539038
ENSG00000135317.14	85538664-85539064
ENSG00000135317.14	85541673-85542073
ENSG00000135317.14	85541785-85542185
ENSG00000135317.14	85541843-85542243
ENSG00000146263.12	97254357-97254757
ENSG00000146263.12	97254533-97254933
ENSG00000146263.12	97263135-97263535
ENSG00000146263.12	97263152-97263552
ENSG00000146263.12	97263248-97263648
ENSG00000146267.12	99291504-99291904
ENSG00000146267.12	99291620-99292020
ENSG00000146267.12	99333151-99333551
ENSG00000146267.12	99333347-99333747
ENSG00000146267.12	99342698-99343098
ENSG00000146267.12	99342734-99343134
ENSG00000146267.12	99342833-99343233
ENSG00000106261.17	100030049-100030449
ENSG00000106261.17	100030175-100030575
ENSG00000106261.17	100033105-100033505
ENSG00000272752.6	100353173-100353573
ENSG00000272752.6	100353283-100353683
ENSG00000272752.6	100353695-100354095
ENSG00000272752.6	100353720-100354120
ENSG00000272752.6	100353812-100354212
ENSG00000272752.6	100354943-100355343
ENSG00000272752.6	100355040-100355440
ENSG00000105808.19	102587435-102587835
ENSG00000105808.19	102587570-102587970
ENSG00000105808.19	102589959-102590359
ENSG00000105808.19	102590096-102590496
ENSG00000105808.19	102592085-102592485
ENSG00000105808.19	102592123-102592523
ENSG00000105808.19	102592151-102592551
ENSG00000105808.19	102592244-102592644
ENSG00000105808.19	102592254-102592654
ENSG00000077063.11	117861009-117861409
ENSG00000077063.11	117861116-117861516
ENSG00000077063.11	117873135-117873535
ENSG00000077063.11	117873229-117873629
ENSG00000077063.11	117873241-117873641
ENSG00000128596.17	128812729-128813129
ENSG00000128596.17	128814438-128814838
ENSG00000128596.17	128814449-128814849
