gene	flanks	mean_dpsi_per_lsv_junction	H3K4me3	H3K27me3	H3K9me3	H3K27ac	A1CF	ANKHD1	BRUNOL4	BRUNOL5	BRUNOL6	CNOT4	CPEB2	CPEB4	DAZAP1	ENOX1	ESRP2	FMR1	FUS	FXR1	FXR2	G3BP2	HNRNPA1	HNRNPA1L2	HNRNPA2B1	HNRNPC	HNRNPCL1	HNRNPF	HNRNPH1	HNRNPH2	HNRNPK	HNRNPL	HNRNPM	HNRNPU	HNRPLL	HuR	IGF2BP2	IGF2BP3	KHDRBS1	KHDRBS2	KHDRBS3	LIN28A	MATR3	MBNL1	MSI1	PABPC1	PABPC3	PABPC4	PABPC5	PABPN1	PCBP1	PCBP2	PPRC1	PTBP1	PUM2	QKI	RALY	RBFOX1	RBM24	RBM28	RBM3	RBM4	RBM41	RBM42	RBM45	RBM46	RBM5	RBM6	RBM8A	RBMS1	RBMS3	SAMD4A	SART3	SFPQ	SNRNP70	SNRPA	SRSF1	SRSF10	SRSF2	SRSF7	SRSF9	TARDBP	TIA1	TUT1	U2AF2	YBX1	YBX2	ZC3H10	ZC3H14	ZCRB1	ZNF638
DDX5	64501113-64501513	0.4337	0.0	0.0	0.0	0.0	0.00749	1.0	0.00247	0.00644	0.0319	1.0	9.39e-05	0.000229	1.0	1.0	1.0	0.00231	1.0	1.0	1.0	1.0	1.0	1.0	1.0	5.95e-05	6.33e-05	0.0196	1.0	1.0	1.0	1.0	0.00158	1.0	0.0162	0.000593	1.0	1.0	1.0	1.0	0.0208	1.0	0.0112	0.00091	1.0	0.044	0.0146	0.0287	1.0	0.0401	1.0	1.0	1.0	0.00323	0.00135	0.0482	7.94e-05	0.0122	0.01	1.0	1.0	1.0	0.00369	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00289	1.0	0.0431	1.0	1.0	1.0	1.0	1.0	0.0131	1.0	1.0	0.00897	9.77e-05	1.0	2.11e-05	1.0	0.00902	1.0	0.000167	0.00378	1.0
DDX5	64501869-64502269	-0.4337	0.0	0.0	0.0	0.0	0.00749	1.0	0.00247	0.00644	0.0319	1.0	9.39e-05	0.000229	1.0	1.0	1.0	0.00231	1.0	1.0	1.0	1.0	1.0	1.0	1.0	5.95e-05	6.33e-05	0.0196	1.0	1.0	1.0	1.0	0.00158	1.0	0.0162	0.000593	1.0	1.0	1.0	1.0	0.0208	1.0	0.0112	0.00091	1.0	0.044	0.0146	0.0287	1.0	0.0401	1.0	1.0	1.0	0.00323	0.00135	0.0482	7.94e-05	0.0122	0.01	1.0	1.0	1.0	0.00369	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00289	1.0	0.0431	1.0	1.0	1.0	1.0	1.0	0.0131	1.0	1.0	0.00897	9.77e-05	1.0	2.11e-05	1.0	0.00902	1.0	0.000167	0.00378	1.0
DDX5	64501870-64502270	-0.4337	0.0	0.0	0.0	0.0	0.00223	1.0	1.0	1.0	1.0	1.0	0.000102	0.000159	0.00263	1.0	1.0	1.0	1.0	0.00485	1.0	1.0	1.0	0.0199	0.00951	0.00014	0.000123	1.0	1.0	1.0	0.0307	0.00154	0.00726	1.0	0.0425	0.000385	0.00609	0.019	0.00404	0.00183	0.00105	1.0	0.00108	0.00346	0.00944	0.0312	0.0026	0.0059	0.000196	0.00416	1.0	1.0	1.0	0.00011	0.000111	0.000142	2.62e-05	0.00275	1.0	1.0	1.0	1.0	0.000358	0.00722	1.0	5.79e-05	1.0	0.0357	1.0	6.62e-05	0.000133	1.0	0.0305	1.0	1.0	0.00585	0.00314	1.0	0.00956	1.0	1.0	0.00484	2.91e-05	0.00666	0.000184	1.0	1.0	1.0	5.31e-05	0.00106	0.000337
DDX5	64500787-64501187	0.4337	0.0	0.0	0.0	0.0	1.0	1.0	0.00247	0.00644	0.0319	1.0	9.39e-05	0.000229	1.0	1.0	0.0103	0.0106	1.0	0.00572	0.0144	0.00147	1.0	1.0	1.0	5.95e-05	6.33e-05	0.0101	1.0	0.00168	1.0	1.0	0.00158	1.0	0.0162	0.000593	1.0	1.0	1.0	0.0261	0.0208	0.00553	1.0	0.00091	1.0	0.00982	0.00419	0.00235	0.0115	0.0401	1.0	1.0	1.0	0.00323	0.0288	1.0	7.94e-05	1.0	1.0	1.0	1.0	1.0	0.00369	1.0	0.00621	1.0	0.00577	1.0	1.0	1.0	0.00289	1.0	0.00982	1.0	1.0	1.0	2.52e-05	1.0	0.0104	0.00113	0.00049	0.0109	9.77e-05	1.0	2.11e-05	0.00488	1.0	1.0	0.000167	0.0145	1.0
DDX5	64501691-64502091	-0.4337	0.0	0.0	0.0	0.0	0.00749	1.0	0.0158	0.00909	1.0	1.0	0.00228	0.000729	1.0	1.0	1.0	0.00231	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.000266	0.000283	0.0196	1.0	1.0	1.0	1.0	0.00158	1.0	0.0162	0.00186	1.0	1.0	0.0196	0.0221	0.0208	1.0	0.0112	0.0193	1.0	1.0	0.0146	1.0	1.0	0.0401	1.0	1.0	1.0	0.00494	0.00135	0.0482	0.000697	0.0122	0.01	1.0	1.0	1.0	0.00701	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00289	1.0	1.0	1.0	0.000357	1.0	1.0	1.0	0.0281	1.0	1.0	0.00897	0.000853	1.0	0.000374	1.0	0.00902	1.0	0.00252	0.000334	1.0
DDX5	64501962-64502362	-0.4337	0.0	0.0	0.0	0.0	1.0	1.0	0.0153	0.00849	1.0	1.0	0.00221	0.0139	0.0391	1.0	1.0	1.0	1.0	1.0	1.0	0.00175	0.00103	1.0	0.000994	0.0147	0.0138	0.0202	1.0	1.0	0.0128	1.0	0.0188	1.0	1.0	1.0	1.0	1.0	1.0	0.0215	0.0358	1.0	0.00751	0.00546	0.000731	1.0	1.0	0.0287	1.0	1.0	0.000107	0.000423	1.0	0.00011	1.0	1.0	0.0343	1.0	0.0409	0.000637	1.0	1.0	0.042	0.0108	1.0	1.0	1.0	0.00934	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00314	1.0	0.0029	0.0252	1.0	0.00941	1.0	1.0	0.00233	1.0	1.0	1.0	0.0108	0.00736	0.0124
PLEKHM1P1	64804900-64805300	-0.8238	0.0	0.0	0.0	0.0	1.0	1.0	0.00108	0.0013	0.000789	0.00972	0.0256	0.0122	1.0	0.0387	1.0	1.0	1.0	1.0	1.0	0.00914	0.0251	0.0206	0.0211	0.00836	0.00831	0.000407	0.00226	0.000898	0.00716	0.00169	1.97e-05	0.00413	8.1e-05	0.000385	1.0	1.0	0.00139	1.0	0.0494	0.000819	0.0351	0.00815	1.0	0.00556	0.00392	0.0102	1.0	0.0442	0.00567	0.00621	1.0	0.00359	1.0	1.0	0.00351	1.0	1.92e-05	0.00148	1.0	1.0	0.00889	0.00103	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0054	0.00343	1.0	0.000401	0.00043	1.0	0.000645	0.00241	1.0	0.000199	0.00418	1.0	0.0109	0.00147	0.00511	1.0	0.00236	1.0	0.0163
PLEKHM1P1	64815045-64815445	0.7363	0.0	0.0	0.0	0.0	1.0	1.0	0.0153	0.00849	1.0	1.0	0.00221	0.0139	0.0391	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00103	1.0	0.000994	0.0147	0.0138	0.0202	0.00755	1.0	0.0128	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0215	0.0358	1.0	0.00751	0.00657	0.000731	1.0	1.0	0.0287	1.0	1.0	0.000107	0.000423	1.0	0.00011	1.0	1.0	0.0343	1.0	0.0409	0.000637	1.0	1.0	0.042	0.0108	1.0	1.0	1.0	0.00343	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00314	1.0	0.00329	0.0252	1.0	0.00941	1.0	1.0	0.00233	1.0	1.0	1.0	0.0108	0.00736	0.0124
PLEKHM1P1	64821567-64821967	0.7363	0.0	0.0	0.0	0.0	0.00223	1.0	1.0	1.0	1.0	1.0	4.26e-05	0.000113	0.000702	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0199	0.00951	0.00014	0.000123	1.0	1.0	1.0	0.0307	0.00154	0.00726	1.0	0.0425	0.000385	0.00228	0.000907	0.000625	0.0004	6.92e-05	1.0	0.00108	0.00346	0.00944	0.000224	0.0032	0.000515	0.000326	0.00123	1.0	1.0	1.0	0.00011	0.000111	0.000142	2.62e-05	0.00275	1.0	0.0401	0.0124	1.0	0.000135	0.00722	1.0	0.000312	1.0	0.0357	1.0	5.29e-05	0.000133	1.0	0.000224	1.0	1.0	0.00585	0.00314	0.0014	0.00956	0.0322	1.0	0.00484	2.91e-05	2.08e-05	0.000184	1.0	1.0	1.0	5.31e-05	0.00106	0.000337
PLEKHM1P1	64821436-64821836	0.7363	0.0	0.0	0.0	0.0	0.00602	1.0	0.000819	0.000781	0.0121	0.02	0.00165	0.00628	1.0	1.0	1.0	1.0	1.0	0.015	1.0	0.000337	0.0246	1.0	0.000778	0.00469	0.00495	0.0466	0.000664	1.0	0.0166	0.00415	0.0203	0.0458	0.00378	0.00392	0.00683	0.0126	0.000485	0.000948	0.00501	0.000113	0.0033	0.000118	1.0	1.0	0.0363	1.0	1.0	0.0283	1.0	1.0	1.0	9.16e-05	0.0178	0.00363	0.00457	1.0	0.00436	0.011	1.0	1.0	0.0408	0.00141	1.0	0.000577	0.0112	0.000112	1.0	0.0285	0.0375	1.0	1.0	0.0182	1.0	1.0	0.00314	1.0	9.69e-05	1.0	1.0	0.00322	0.00483	1.0	0.00332	0.0161	0.00902	1.0	0.00201	0.000202	0.00487
MAGI1	65442649-65443049	0.4776	0.0	0.0	0.0	0.0	0.00466	1.0	0.000819	0.000781	0.0121	0.0129	0.00165	0.00661	1.0	1.0	1.0	1.0	1.0	0.000797	1.0	1.0	0.000226	1.0	0.00309	0.0067	0.00755	0.0466	0.000664	1.0	1.0	0.00415	0.0188	0.00593	0.00728	0.000342	1.0	1.0	1.0	0.0241	0.0271	0.000113	0.00751	6.57e-05	1.0	1.0	1.0	1.0	1.0	0.0283	1.0	0.00146	1.0	9.16e-05	1.0	0.0144	0.00457	1.9e-07	0.00436	0.00574	1.0	1.0	0.0287	0.00141	1.0	0.00831	1.0	0.000112	1.0	1.0	1.0	1.0	1.0	0.0182	1.0	1.0	0.00314	1.0	4.63e-05	0.0252	0.00753	0.00322	0.00483	1.0	0.00332	1.0	1.0	1.0	0.000833	0.0132	0.00487
MAGI1	65447822-65448222	-0.3758	0.0	0.0	0.0	0.0	0.00466	1.0	0.000819	0.000781	0.0121	0.0129	0.00165	0.00661	1.0	1.0	1.0	1.0	1.0	0.000797	1.0	1.0	0.0246	1.0	1.0	0.0067	0.00755	0.0466	0.000664	1.0	1.0	0.00415	0.0188	0.00593	0.00728	0.000342	1.0	1.0	1.0	0.0241	0.0271	0.000113	0.00751	6.57e-05	1.0	1.0	1.0	1.0	1.0	0.0283	1.0	0.00146	1.0	9.16e-05	1.0	0.0144	0.00457	1.9e-07	0.00436	0.011	1.0	1.0	0.0287	0.00141	1.0	0.00831	1.0	0.000112	1.0	0.0285	1.0	1.0	1.0	0.0182	1.0	1.0	0.00314	1.0	4.63e-05	0.0252	0.00753	0.00322	0.00483	1.0	0.00332	1.0	1.0	1.0	0.000833	0.0132	0.00487
MAGI1	65447857-65448257	-0.3758	0.0	0.0	0.0	0.0	0.0415	1.0	0.00218	0.00666	1.0	0.000724	4.26e-05	0.00011	0.00105	1.0	1.0	1.0	1.0	1.0	1.0	0.00761	0.00092	0.00232	0.0101	0.000102	0.000115	0.000306	0.00131	1.0	1.0	0.000277	1.0	0.00183	0.00119	0.000121	1.0	0.0236	0.014	0.0341	0.0227	0.0101	1.0	0.0018	0.0381	0.0106	0.0032	0.0059	0.00168	0.000444	1.0	1.0	1.0	0.00323	0.00494	1.0	6.18e-05	1.0	0.0008	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00212	1.0	1.0	0.0276	0.0392	1.0	0.0106	1.0	0.0386	0.0161	0.000298	0.00115	0.0104	0.00379	0.0175	0.00497	6.84e-05	1.0	3.87e-05	3.73e-05	0.000171	1.0	3.3e-05	0.0427	0.00244
MAGI1	65453058-65453458	0.4776	0.0	0.0	0.0	0.0	0.000714	1.0	0.000146	0.000151	0.00123	1.0	0.000158	0.000278	0.0227	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00142	1.0	0.0499	0.000634	0.00077	0.00325	1.0	1.0	0.0178	1.0	0.00273	0.0338	1.0	0.00322	0.0242	0.029	0.014	0.00285	0.00167	0.0384	1.0	0.00639	0.013	1.0	0.0288	0.0209	1.0	1.0	1.0	1.0	1.0	0.000525	0.00602	1.0	0.00191	1.0	0.00214	1.0	1.0	1.0	0.00343	1.0	1.0	0.0103	1.0	0.013	1.0	0.00129	0.000577	1.0	1.0	0.00845	0.046	1.0	0.000741	0.0165	0.00181	0.0252	1.0	0.00127	0.00104	0.00135	0.000142	1.0	1.0	1.0	0.000625	0.0427	0.00142
MAGI1	65442592-65442992	0.4776	0.0	0.0	0.0	0.0	1.0	1.0	0.00218	0.00666	1.0	1.0	4.26e-05	0.00011	0.00105	1.0	1.0	1.0	1.0	1.0	1.0	0.00761	0.00092	0.00232	0.0101	0.000102	0.000115	0.000306	0.0154	1.0	0.000874	0.000926	0.0174	0.00183	0.0314	0.000121	1.0	1.0	0.014	1.0	0.0413	1.0	1.0	0.00065	1.0	0.0163	0.0032	0.0059	1.0	0.00427	0.00109	0.00256	1.0	0.00214	0.00494	1.0	6.18e-05	1.0	0.0008	1.0	1.0	1.0	1.0	0.00511	1.0	1.0	0.00212	1.0	1.0	1.0	0.0245	1.0	0.0159	1.0	0.0398	0.0161	0.000298	1.0	0.00187	0.00743	0.0211	0.00497	6.84e-05	1.0	3.87e-05	3.73e-05	0.000171	1.0	3.3e-05	0.0427	0.000851
MAGI1	65453140-65453540	0.4776	0.0	0.0	0.0	0.0	0.00145	1.0	0.00218	0.00246	0.0117	0.00351	0.00716	0.00528	0.0141	1.0	0.00129	1.0	1.0	1.0	1.0	1.0	0.000521	1.0	7.69e-05	0.0117	0.0129	0.0024	0.0122	0.0087	1.0	0.000195	0.000213	1.0	0.00014	0.000971	0.00113	0.000955	1.0	0.0215	0.0208	0.0104	0.0112	0.00815	0.000948	0.0189	0.00433	0.00998	0.0032	0.00306	1.0	1.0	1.0	0.00323	0.0401	1.0	0.00621	1.0	1.0	0.0389	0.0176	1.0	0.0329	0.0362	1.0	0.00275	0.0128	1.0	1.0	0.00924	1.0	1.0	0.0184	0.0114	1.0	1.0	0.024	0.00115	0.00339	1.0	0.00929	0.0106	0.00587	0.00578	0.00214	0.00436	1.0	1.0	0.00139	0.0103	9.27e-05
MAGI1	65448037-65448437	-0.4666	0.0	0.0	0.0	0.0	0.000714	1.0	0.000146	0.000151	0.00123	1.0	0.000158	0.000278	0.00633	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.000974	1.0	0.0499	0.000634	0.00077	0.00325	1.0	1.0	0.0178	1.0	0.00462	0.0338	1.0	0.00322	0.0242	0.029	0.014	0.00285	0.00167	1.0	1.0	0.00639	0.013	1.0	0.0288	0.0242	1.0	1.0	1.0	1.0	1.0	0.000525	0.000132	1.0	0.00191	1.0	0.00214	1.0	1.0	1.0	0.00343	1.0	1.0	0.0103	1.0	0.013	1.0	0.00129	0.000577	1.0	1.0	0.00845	0.046	1.0	0.000741	1.0	0.00181	0.0252	1.0	0.00127	0.00104	0.00135	0.000142	1.0	1.0	1.0	0.000625	1.0	0.00142
CCT6P1	65760356-65760756	0.3676	0.0	0.0	0.0	0.0	0.00726	0.0478	0.0108	0.00939	1.0	0.0144	2.34e-05	0.00011	0.00559	0.0458	1.0	0.0401	1.0	1.0	1.0	1.0	0.00012	1.0	0.000202	0.000135	0.000123	1.0	0.0146	1.0	1.0	1.0	1.0	0.0122	1.0	0.000268	0.00176	0.00218	0.00182	0.00157	0.00605	0.0158	0.00697	0.00815	1.0	5.18e-05	0.000762	1.56e-05	0.000625	0.00231	1.0	1.0	1.0	0.00323	0.015	1.0	6.18e-05	1.0	0.000836	0.00273	1.0	1.0	0.00165	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0227	1.0	4.97e-05	1.0	0.00924	1.0	1.0	0.00463	0.0281	0.00322	1.0	0.00379	6.84e-05	1.0	0.000171	0.00419	1.0	1.0	5.31e-05	0.002	1.0
CCT6P1	65761446-65761846	0.3676	0.0	0.0	0.0	0.0	0.00621	1.0	0.00218	0.00246	1.0	0.00351	0.00716	0.00528	1.0	0.00258	1.0	0.0213	1.0	1.0	1.0	1.0	0.000521	0.0173	7.69e-05	0.0117	0.0129	0.0024	0.00889	1.0	1.0	0.000195	0.000213	1.0	0.00014	0.000971	0.00113	0.000955	1.0	0.0215	0.0208	0.0104	0.0112	0.00815	0.0448	0.0189	0.00433	0.00998	0.0032	0.00177	1.0	1.0	1.0	0.00323	0.0401	1.0	0.00621	1.0	1.0	0.000351	0.0176	1.0	0.0329	0.0362	1.0	0.00275	1.0	1.0	1.0	0.00924	1.0	1.0	0.0184	0.0114	1.0	1.0	1.0	0.00115	0.00339	0.0252	0.00929	0.0145	0.00587	0.00578	0.00214	0.00436	1.0	1.0	0.00139	0.012	9.27e-05
CCT6P1	65762731-65763131	-0.3676	0.0	0.0	0.0	0.0	0.00621	1.0	0.00218	0.00246	1.0	0.00351	0.00716	0.00528	1.0	0.00258	1.0	0.0213	1.0	1.0	1.0	1.0	0.000521	0.0173	7.69e-05	0.0117	0.0129	0.0024	1.0	1.0	1.0	0.000195	0.000213	1.0	0.00014	0.000971	0.00113	0.000955	1.0	0.0215	0.0208	0.0104	0.0112	0.00815	0.0448	0.0189	0.00433	0.00998	0.0032	0.00177	1.0	1.0	1.0	0.00323	0.0401	1.0	0.00621	1.0	1.0	0.000351	0.0176	1.0	0.0329	0.0362	1.0	0.00275	1.0	1.0	1.0	0.00924	1.0	1.0	0.0184	0.0114	1.0	1.0	1.0	0.00115	0.00339	0.0252	0.00929	0.0145	0.00587	0.00578	0.00214	0.00436	1.0	1.0	0.00139	0.012	9.27e-05
CCT6P1	65762747-65763147	-0.3676	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00038	0.00037	1.0	1.0	0.000726	0.00911	0.00019	0.0287	0.00163	1.0	0.00121	1.0	0.000337	0.000786	0.00077	0.000508	0.000233	3.81e-05	1.0	1.0	1.0	0.0293	1.0	0.0063	1.0	1.0	1.0	1.0	1.0	3.76e-05	0.022	0.00185	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.04e-05	0.000577	1.0	1.0	0.000917	1.0	0.0457	0.00982	1.0	7.46e-06	1.0	1.0	1.0	1.0	0.00293	1.0	1.78e-06	1.0	1.0	0.000448	1.0	0.0362	1.0	1.0	0.00172	1.0	4.65e-05	0.000391	0.000327	1.0	0.00091	1.0	0.00148	1.0	1.0	0.000127	0.00122	1.0	1.0
CCT6P1	65762817-65763217	-0.3676	0.0	0.0	0.0	0.0	0.00145	1.0	0.00218	0.00246	0.0117	0.00351	0.00716	0.00528	0.0141	1.0	0.00129	1.0	1.0	1.0	1.0	1.0	0.000521	1.0	7.69e-05	0.0117	0.0129	0.0024	0.0122	0.0087	1.0	0.000195	0.000213	1.0	0.00014	0.000971	0.00113	0.000955	1.0	0.0215	0.0208	0.0104	0.0112	0.00815	0.000948	0.0189	0.00433	0.00998	0.0032	0.00306	1.0	1.0	1.0	0.00323	0.0401	1.0	0.00621	1.0	1.0	0.0389	0.0176	1.0	0.0329	0.0362	1.0	0.00275	0.0128	1.0	1.0	0.00924	1.0	1.0	0.0184	0.0114	1.0	1.0	0.024	0.00115	0.00339	1.0	0.00929	0.0106	0.00587	0.00578	0.00214	0.00436	1.0	1.0	0.00139	0.0103	9.27e-05
CCT6P1	65762820-65763220	-0.3676	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00038	0.00037	1.0	0.0203	0.00534	0.00699	0.00611	0.0287	0.00163	1.0	0.00121	1.0	0.000337	0.000786	0.00077	0.00954	0.000233	0.00043	1.0	1.0	1.0	0.0293	1.0	0.0063	1.0	1.0	1.0	1.0	1.0	3.76e-05	0.022	0.0109	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0142	0.000577	1.0	1.0	0.000917	1.0	1.0	0.00982	1.0	0.00593	1.0	1.0	1.0	1.0	0.000123	1.0	0.00304	1.0	1.0	0.00398	1.0	0.0362	1.0	1.0	0.00172	0.0336	4.65e-05	0.000391	0.000327	1.0	0.00091	1.0	0.00148	1.0	1.0	0.00501	0.00122	1.0	1.0
CCT6P1	65760224-65760624	0.3676	0.0	0.0	0.0	0.0	0.00583	0.0478	0.0108	0.00939	1.0	0.0373	2.34e-05	0.00011	0.00275	1.0	0.00926	1.0	1.0	1.0	1.0	0.00314	0.00012	0.00118	0.000202	0.000135	0.000123	1.0	0.0146	1.0	1.0	1.0	1.0	0.0122	1.0	0.000268	0.00176	0.00218	3.3e-05	3.17e-05	5.29e-05	0.0158	0.00697	0.00657	1.0	5.18e-05	0.000762	1.56e-05	0.000625	0.00231	1.0	1.0	1.0	0.00323	0.015	0.00661	6.18e-05	1.0	0.00214	0.00273	0.00936	1.0	0.00165	0.0456	1.0	0.000577	0.0142	1.0	1.0	0.0169	0.00446	1.0	4.97e-05	1.0	0.00924	1.0	1.0	0.00463	0.0281	0.00322	1.0	0.00379	6.84e-05	1.0	0.000171	0.00419	1.0	1.0	5.31e-05	0.002	1.0
CCT6P1	65761548-65761948	0.3676	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	6.78e-05	0.000194	5.2e-05	1.0	1.0	1.0	0.0292	1.0	1.0	0.0105	0.00442	0.000842	1.0	0.000275	0.000265	1.0	1.0	1.0	1.0	1.0	0.00142	1.0	0.0249	0.00214	1.0	1.0	0.0077	0.0247	0.0107	1.0	1.0	0.0008	0.000811	0.00882	0.00751	0.00248	0.00202	0.0119	0.0073	1.0	1.0	0.00323	1.0	1.0	5.53e-05	1.0	0.0249	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00249	0.0117	1.0	1.0	1.0	1.0	0.00861	1.0	0.00176	1.0	0.0126	0.0269	0.0315	0.0252	0.0139	1.0	5.83e-05	1.0	0.000563	1.0	0.02	1.0	0.000775	1.0	0.00787
BANF1	66002370-66002770	-0.2893	0.0735	0.0	0.0	0.10457	1.0	1.0	1.0	1.0	1.0	1.0	0.00038	0.00037	1.0	1.0	0.000726	0.00911	0.00019	1.0	0.00163	1.0	0.00121	1.0	0.000337	0.000786	0.00077	0.000508	0.000233	3.81e-05	1.0	1.0	1.0	0.0293	1.0	0.0063	1.0	1.0	1.0	1.0	1.0	3.76e-05	0.022	0.00185	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.04e-05	0.000577	1.0	1.0	0.000917	1.0	0.0457	0.00982	1.0	5.24e-06	1.0	1.0	1.0	1.0	0.00517	1.0	1.78e-06	1.0	1.0	0.000448	1.0	0.0362	1.0	1.0	0.00172	1.0	4.65e-05	1.0	0.000327	1.0	0.00091	1.0	0.00148	1.0	1.0	0.000127	0.00122	1.0	1.0
BANF1	66002381-66002781	-0.2893	0.0735	0.0	0.0	0.10457	1.0	1.0	0.00902	0.0082	0.00141	1.0	6.78e-05	0.000194	1.0	1.0	3.53e-05	0.00311	1.0	1.0	1.0	0.0165	0.0146	0.0277	0.0134	0.000275	0.000265	0.000508	0.0262	0.000968	1.0	1.0	0.0203	1.0	1.0	0.00214	1.0	1.0	0.0077	0.0247	0.0107	1.0	1.0	0.0008	0.0345	0.00882	0.0122	0.00248	0.00202	0.0119	1.0	1.0	1.0	0.00323	1.0	1.0	5.53e-05	1.0	0.00129	0.0304	1.0	1.0	1.0	1.0	0.0462	0.0194	0.00159	1.0	1.0	1.0	1.0	1.0	0.00861	0.00503	0.00334	1.0	0.000298	1.0	0.00485	0.000587	0.00899	0.00157	5.83e-05	1.0	0.000563	0.00632	0.00473	1.0	0.000775	1.0	1.0
BANF1	66003035-66003435	-0.2893	0.0735	0.0	0.0	0.0	1.0	1.0	0.00902	0.0082	0.00141	1.0	6.78e-05	0.000194	1.0	1.0	3.53e-05	0.00311	1.0	1.0	1.0	0.0165	0.0146	0.0277	0.0134	0.000275	0.000265	0.000508	0.0262	0.000968	1.0	1.0	0.0203	1.0	1.0	0.00214	1.0	1.0	0.0077	0.0247	0.0107	1.0	1.0	0.0008	0.0345	0.00882	0.0122	0.00248	0.00202	0.0119	1.0	1.0	1.0	0.00323	1.0	1.0	5.53e-05	1.0	0.00129	0.0304	1.0	1.0	1.0	1.0	0.0462	0.0194	0.00159	1.0	1.0	1.0	1.0	1.0	0.00861	0.00503	0.00334	1.0	0.000298	1.0	0.00485	0.000587	0.00899	0.00157	5.83e-05	1.0	0.000563	0.00632	0.00473	1.0	0.000775	1.0	1.0
BANF1	66003036-66003436	-0.2893	0.0735	0.0	0.0	0.0	1.0	0.0143	7.19e-06	3.61e-06	0.000496	1.0	1.0	1.0	1.0	1.0	0.00926	1.0	0.0424	1.0	0.00956	1.0	0.0133	0.0167	0.00743	1.0	1.0	0.000508	0.00494	0.000233	0.00474	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0469	1.0	1.0	1.0	1.0	1.0	0.0401	0.00488	1.0	0.000356	0.0188	1.0	1.0	1.0	1.0	3e-05	1.0	1.0	7.09e-06	1.0	1.0	1.0	1.0	1.0	1.0	2.98e-05	1.0	1.0	0.00101	1.0	0.0182	1.0	1.0	0.00155	1.0	0.00243	1.0	0.0054	9.42e-05	1.0	1.0	1.0	0.0074	1.0	0.00135	1.0	1.0	1.0
BANF1	66002280-66002680	-0.2893	0.0735	0.0	0.0	0.10457	1.0	1.0	1.0	1.0	1.0	1.0	0.00038	0.00037	1.0	0.0203	0.000726	0.00699	0.00611	0.0287	0.00163	1.0	0.00121	1.0	0.000337	0.000786	0.00077	0.0017	0.000233	3.81e-05	1.0	1.0	1.0	0.0293	1.0	0.0063	1.0	1.0	1.0	1.0	1.0	3.76e-05	0.022	0.00185	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.001	0.000577	1.0	1.0	0.000917	1.0	1.0	0.00982	1.0	0.000127	1.0	1.0	1.0	1.0	0.000123	1.0	0.000859	1.0	1.0	0.00398	1.0	0.0362	1.0	1.0	0.00172	0.0336	4.65e-05	0.000391	0.000327	1.0	0.00091	1.0	0.00148	1.0	1.0	0.000741	0.00122	1.0	1.0
BANF1	66002303-66002703	-0.2893	0.0735	0.0	0.0	0.10457	1.0	1.0	1.0	1.0	1.0	1.0	0.00038	0.00037	1.0	0.0203	0.000726	0.00699	0.00611	0.0287	0.00163	1.0	0.00121	1.0	0.000337	0.000786	0.00077	0.000508	0.000233	3.81e-05	1.0	1.0	1.0	0.0293	1.0	0.0063	1.0	1.0	1.0	1.0	1.0	3.76e-05	0.022	0.00185	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.000675	0.000577	1.0	1.0	0.000917	1.0	1.0	0.00982	1.0	0.000127	1.0	1.0	1.0	1.0	0.000123	1.0	0.000489	1.0	1.0	0.00264	1.0	0.0362	1.0	1.0	0.00172	0.0336	4.65e-05	0.000391	0.000327	1.0	0.00091	1.0	0.00148	1.0	1.0	0.000675	0.00122	1.0	1.0
