flanks	gene_id	mean_dpsi_per_lsv_junction	H3K4me3	H3K27me3	H3K9me3	H3K27ac
232697169-232697569	ENSG00000204120.16	-0.3276	-0.41963	0.0	0.0	0.18879
232697170-232697570	ENSG00000204120.16	-0.3276	-0.41963	0.0	0.0	0.18879
232697183-232697583	ENSG00000204120.16	-0.3276	-0.41963	0.0	0.0	0.18879
232697192-232697592	ENSG00000204120.16	-0.3276	-0.41963	0.0	0.0	0.18879
232700385-232700785	ENSG00000204120.16	0.3272				
232700454-232700854	ENSG00000204120.16	0.3272				
232703224-232703624	ENSG00000204120.16	0.3272				
232703289-232703689	ENSG00000204120.16	0.3272				
233960-234360	ENSG00000035115.22	0.2708				
234031-234431	ENSG00000035115.22	0.2708				
234072-234472	ENSG00000035115.22	0.2708				
242598-242998	ENSG00000035115.22	0.2708	0.0	0.0	-0.07717	0.0
242671-243071	ENSG00000035115.22	0.2708	0.0	0.0	-0.07717	0.0
252805-253205	ENSG00000035115.22	0.5883				
252841-253241	ENSG00000035115.22	0.5883				
252913-253313	ENSG00000035115.22	0.5883				
252915-253315	ENSG00000035115.22	0.5883				
26176144-26176544	ENSG00000157833.13	0.3312				
26176284-26176684	ENSG00000157833.13	0.3312				
26182767-26183167	ENSG00000157833.13	-0.4327	0.0	-0.27238	0.0	0.0
26182897-26183297	ENSG00000157833.13	-0.4327	0.0	-0.27238	0.0	0.0
263783-264183	ENSG00000035115.22	0.5883	-0.12978	-0.842	0.0	0.0
263784-264184	ENSG00000035115.22	0.5883	-0.12978	-0.842	0.0	0.0
263832-264232	ENSG00000035115.22	0.5883	-0.12978	-0.842	0.0	0.0
263884-264284	ENSG00000035115.22	0.5883	-0.12978	-0.842	0.0	0.0
263940-264340	ENSG00000035115.22	0.5883	-0.12978	-0.842	0.0	1.41643
263944-264344	ENSG00000035115.22	0.5883	-0.12978	-0.842	0.0	1.41643
263958-264358	ENSG00000035115.22	0.5883	-0.12978	-0.842	0.0	1.41643
263979-264379	ENSG00000035115.22	0.5883	-0.12978	-0.842	0.0	1.41643
264503-264903	ENSG00000035115.22	-0.3378	-0.12978	0.0	0.0	1.41643
264523-264923	ENSG00000035115.22	-0.3378	-0.12978	0.0	0.0	0.0
264543-264943	ENSG00000035115.22	-0.3378	-0.12978	0.0	0.0	0.0
264582-264982	ENSG00000035115.22	-0.3378	-0.12978	0.0	0.0	1.25528
264610-265010	ENSG00000035115.22	-0.3378	-0.12978	0.0	0.0	1.25528
264624-265024	ENSG00000035115.22	-0.3378	-0.12978	0.0	0.0	1.25528
264666-265066	ENSG00000035115.22	-0.3378	-0.12978	0.0	0.0	1.25528
264669-265069	ENSG00000035115.22	-0.3378	-0.12978	0.0	0.0	1.25528
264693-265093	ENSG00000035115.22	-0.3378	-0.12978	0.0	0.0	1.25528
264700-265100	ENSG00000035115.22	-0.3378	-0.12978	0.0	0.0	1.25528
264716-265116	ENSG00000035115.22	-0.3378	-0.12978	0.0	0.0	1.25528
264719-265119	ENSG00000035115.22	-0.3378	-0.12978	0.0	0.0	1.25528
264722-265122	ENSG00000035115.22	-0.3378	-0.12978	0.0	0.0	1.25528
264726-265126	ENSG00000035115.22	-0.3378	-0.12978	0.0	0.0	1.25528
264736-265136	ENSG00000035115.22	-0.3378	-0.12978	0.0	0.0	1.25528
264747-265147	ENSG00000035115.22	-0.3378	-0.12978	0.0	0.0	1.25528
264765-265165	ENSG00000035115.22	-0.3378	-0.12978	0.0	0.0	1.25528
27343378-27343778	ENSG00000115207.14	0.555				
27350114-27350514	ENSG00000115207.14	0.555				
27356539-27356939	ENSG00000115207.14	-0.56	0.27978	0.0	0.0	-0.21669
27356567-27356967	ENSG00000115207.14	-0.56	0.27978	0.0	0.0	-0.21669
27356656-27357056	ENSG00000115207.14	-0.56	0.27978	0.0	0.0	-0.21669
37196288-37196688	ENSG00000218739.10	-0.6591	1.05636	0.0	0.0	2.18512
37196294-37196694	ENSG00000218739.10	-0.6591	1.05636	0.0	0.0	2.18512
37196296-37196696	ENSG00000218739.10	-0.6591	1.05636	0.0	0.0	2.18512
37196305-37196705	ENSG00000218739.10	-0.6591	1.05636	0.0	0.0	2.18512
37196308-37196708	ENSG00000218739.10	-0.6591	1.05636	0.0	0.0	2.18512
37196316-37196716	ENSG00000218739.10	-0.6591	1.05636	0.0	0.0	2.18512
37196320-37196720	ENSG00000218739.10	-0.6591	1.05636	0.0	0.0	2.18512
37196323-37196723	ENSG00000218739.10	-0.6591	1.05636	0.0	0.0	2.18512
37196373-37196773	ENSG00000218739.10	-0.6591	1.05636	0.0	0.0	2.18512
37196398-37196798	ENSG00000218739.10	-0.6591	1.05636	0.0	0.0	2.18512
37196469-37196869	ENSG00000218739.10	-0.6591	1.05636	0.0	0.0	2.18512
37198294-37198694	ENSG00000218739.10	0.5963	0.0	0.0	0.0	2.82587
37198472-37198872	ENSG00000218739.10	0.5963	0.0	0.0	0.0	2.82587
37199504-37199904	ENSG00000218739.10	0.5963	0.0	0.0	0.0	2.68662
37199619-37200019	ENSG00000218739.10	0.5963	0.0	0.0	0.0	2.68662
50236589-50236989	ENSG00000179915.25	0.521				
50236623-50237023	ENSG00000179915.25	0.521				
50236640-50237040	ENSG00000179915.25	0.521				
50236723-50237123	ENSG00000179915.25	0.521				
50236770-50237170	ENSG00000179915.25	0.521				
50346491-50346891	ENSG00000179915.25	-0.5198	0.13465	1.29134	0.0	0.0
50346632-50347032	ENSG00000179915.25	-0.5198	0.13465	1.29134	0.0	0.0
50465205-50465605	ENSG00000179915.25	0.521				
50465242-50465642	ENSG00000179915.25	0.521				
50465292-50465692	ENSG00000179915.25	0.521				
50465311-50465711	ENSG00000179915.25	0.521				
50465361-50465761	ENSG00000179915.25	0.521				
61884820-61885220	ENSG00000115484.15	-0.2684				
61884872-61885272	ENSG00000115484.15	-0.2684				
61888057-61888457	ENSG00000115484.15	0.2581	0.25756	0.0	0.0	-0.69154
61888181-61888581	ENSG00000115484.15	0.2581	0.25756	0.0	0.0	-0.69154
61888258-61888658	ENSG00000115484.15	0.2581	0.25756	0.0	0.0	-0.69154
37289449-37289849	ENSG00000101363.13	-0.3751	-0.28723	0.0	0.0	-0.58635
37289455-37289855	ENSG00000101363.13	-0.3751	-0.28723	0.0	0.0	-0.58635
37289463-37289863	ENSG00000101363.13	-0.3751	-0.28723	0.0	0.0	-0.58635
37289486-37289886	ENSG00000101363.13	-0.3751	-0.28723	0.0	0.0	-0.58635
37297145-37297545	ENSG00000101363.13	0.6063				
37297334-37297734	ENSG00000101363.13	0.6063				
37298563-37298963	ENSG00000101363.13	0.6063				
37298679-37299079	ENSG00000101363.13	0.6063				
37300971-37301371	ENSG00000101363.13	0.3264				
37301008-37301408	ENSG00000101363.13	0.3264				
38420700-38421100	ENSG00000196756.14	-0.2864				
38420806-38421206	ENSG00000196756.14	-0.2864				
38420898-38421298	ENSG00000196756.14	-0.2864				
38421846-38422246	ENSG00000196756.14	0.5801				
38421887-38422287	ENSG00000196756.14	0.5801				
38421892-38422292	ENSG00000196756.14	0.5801				
38421896-38422296	ENSG00000196756.14	0.5801				
38421992-38422392	ENSG00000196756.14	0.5801				
38422041-38422441	ENSG00000196756.14	0.5801				
38422091-38422491	ENSG00000196756.14	0.5801				
38422168-38422568	ENSG00000196756.14	0.5801				
38425735-38426135	ENSG00000196756.14	0.5801				
38425848-38426248	ENSG00000196756.14	0.5801				
38425852-38426252	ENSG00000196756.14	0.5801				
38425877-38426277	ENSG00000196756.14	0.5801				
38434304-38434704	ENSG00000196756.14	0.3407	0.30511	0.0	0.0	-0.38517
38434320-38434720	ENSG00000196756.14	0.3407	0.30511	0.0	0.0	-0.38517
38434426-38434826	ENSG00000196756.14	0.3407	0.30511	0.0	0.0	-0.38517
38434827-38435227	ENSG00000196756.14	0.3407	0.30511	0.0	0.0	-0.38517
38434997-38435397	ENSG00000196756.14	0.3407	0.30511	0.0	0.0	-0.38517
38435073-38435473	ENSG00000196756.14	-0.3616	0.30511	0.0	0.0	-0.38517
38435113-38435513	ENSG00000196756.14	-0.3616	0.30511	0.0	0.0	-0.38517
38435128-38435528	ENSG00000196756.14	-0.3616	0.30511	0.0	0.0	-0.38517
38435134-38435534	ENSG00000196756.14	-0.3616	0.30511	0.0	0.0	-0.38517
38435138-38435538	ENSG00000196756.14	-0.3616	0.30511	0.0	0.0	-0.38517
38435141-38435541	ENSG00000196756.14	-0.3616	0.30511	0.0	0.0	-0.38517
38435144-38435544	ENSG00000196756.14	-0.3616	0.30511	0.0	0.0	-0.38517
38435146-38435546	ENSG00000196756.14	-0.3616	0.30511	0.0	0.0	-0.38517
38435148-38435548	ENSG00000196756.14	-0.3616	0.30511	0.0	0.0	-0.38517
38435149-38435549	ENSG00000196756.14	-0.3616	0.30511	0.0	0.0	-0.38517
38435152-38435552	ENSG00000196756.14	-0.3616	0.30511	0.0	0.0	-0.38517
38435153-38435553	ENSG00000196756.14	-0.3616	0.30511	0.0	0.0	-0.38517
38435156-38435556	ENSG00000196756.14	-0.3616	0.30511	0.0	0.0	-0.38517
38435158-38435558	ENSG00000196756.14	-0.3616	0.30511	0.0	0.0	-0.38517
38435160-38435560	ENSG00000196756.14	-0.3616	0.30511	0.0	0.0	-0.38517
38435162-38435562	ENSG00000196756.14	-0.3616	0.30511	0.0	0.0	-0.38517
38435163-38435563	ENSG00000196756.14	-0.3616	0.30511	0.0	0.0	-0.38517
38435174-38435574	ENSG00000196756.14	-0.3616	0.30511	0.0	0.0	-0.38517
38435175-38435575	ENSG00000196756.14	-0.3616	0.30511	0.0	0.0	-0.38517
38435177-38435577	ENSG00000196756.14	-0.3616	0.30511	0.0	0.0	-0.38517
38435178-38435578	ENSG00000196756.14	-0.3616	0.30511	0.0	0.0	-0.38517
38435181-38435581	ENSG00000196756.14	-0.3616	0.30511	0.0	0.0	-0.38517
38435183-38435583	ENSG00000196756.14	-0.3616	0.30511	0.0	0.0	-0.38517
38435187-38435587	ENSG00000196756.14	-0.3616	0.30511	0.0	0.0	-0.38517
63894926-63895326	ENSG00000101152.11	-0.969	0.20816	0.0	0.0	0.0
63894982-63895382	ENSG00000101152.11	-0.969	0.20816	0.0	0.0	0.0
63895123-63895523	ENSG00000101152.11	-0.969	0.20816	0.0	0.0	0.0
63928135-63928535	ENSG00000101152.11	0.9667				
63928252-63928652	ENSG00000101152.11	0.9667				
8114253-8114653	ENSG00000182621.18	0.5649				
8114307-8114707	ENSG00000182621.18	0.5649				
8114373-8114773	ENSG00000182621.18	0.5649				
8132449-8132849	ENSG00000182621.18	-0.5678	-0.48384	0.39806	0.0	0.0
8132550-8132950	ENSG00000182621.18	-0.5678	-0.48384	0.39806	0.0	0.0
8150094-8150494	ENSG00000182621.18	0.5649				
8150100-8150500	ENSG00000182621.18	0.5649				
8150125-8150525	ENSG00000182621.18	0.5649				
8150171-8150571	ENSG00000182621.18	0.5649				
8150183-8150583	ENSG00000182621.18	0.5649				
29550528-29550928	ENSG00000100296.14	0.3882				
29550643-29551043	ENSG00000100296.14	0.3882				
29553248-29553648	ENSG00000100296.14	0.3882	0.11076	0.0	0.0	-0.07651
29553455-29553855	ENSG00000100296.14	-0.3534	0.11076	0.0	0.0	-0.14967
29553471-29553871	ENSG00000100296.14	-0.3534	0.11076	0.0	0.0	-0.14967
29553480-29553880	ENSG00000100296.14	-0.3534	0.11076	0.0	0.0	-0.14967
29553541-29553941	ENSG00000100296.14	-0.3534	0.11076	0.0	0.0	-0.14967
29553557-29553957	ENSG00000100296.14	-0.3534	0.11076	0.0	0.0	-0.14967
29553566-29553966	ENSG00000100296.14	-0.3534	0.11076	0.0	0.0	-0.14967
29553643-29554043	ENSG00000100296.14	-0.3534	0.11076	0.0	0.0	-0.14967
38126171-38126571	ENSG00000184381.20	-0.4186				
38126242-38126642	ENSG00000184381.20	-0.4186				
38126249-38126649	ENSG00000184381.20	-0.4186				
38126273-38126673	ENSG00000184381.20	-0.4186				
38126327-38126727	ENSG00000184381.20	-0.4186				
38127207-38127607	ENSG00000184381.20	0.4186				
38127258-38127658	ENSG00000184381.20	0.4186				
38127961-38128361	ENSG00000184381.20	0.4186				
38128069-38128469	ENSG00000184381.20	0.4186				
38128230-38128630	ENSG00000184381.20	0.4186				
38169075-38169475	ENSG00000184381.20	-0.3519				
38169267-38169667	ENSG00000184381.20	-0.3519				
38169271-38169671	ENSG00000184381.20	-0.3519				
38181464-38181864	ENSG00000184381.20	-0.3519	-0.7909	0.0	0.0	1.38778
38181507-38181907	ENSG00000184381.20	-0.3519	-0.7909	0.0	0.0	1.38778
38181554-38181954	ENSG00000184381.20	-0.3519	-0.7909	0.0	0.0	1.38778
38181580-38181980	ENSG00000184381.20	-0.3519	-0.7909	0.0	0.0	1.38778
38181583-38181983	ENSG00000184381.20	-0.3519	-0.7909	0.0	0.0	1.38778
38181584-38181984	ENSG00000184381.20	-0.3519	-0.7909	0.0	0.0	1.38778
38181600-38182000	ENSG00000184381.20	-0.3519	-0.7909	0.0	0.0	1.38778
38181608-38182008	ENSG00000184381.20	-0.3519	-0.7909	0.0	0.0	1.38778
38181614-38182014	ENSG00000184381.20	-0.3519	-0.7909	0.0	0.0	1.38778
38181620-38182020	ENSG00000184381.20	-0.3519	-0.7909	0.0	0.0	1.38778
38181625-38182025	ENSG00000184381.20	-0.3519	-0.7909	0.0	0.0	1.38778
38181626-38182026	ENSG00000184381.20	-0.3519	-0.7909	0.0	0.0	1.38778
38181628-38182028	ENSG00000184381.20	-0.3519	-0.7909	0.0	0.0	1.38778
38181629-38182029	ENSG00000184381.20	-0.3519	-0.7909	0.0	0.0	1.38778
38181630-38182030	ENSG00000184381.20	-0.3519	-0.7909	0.0	0.0	1.38778
38181635-38182035	ENSG00000184381.20	-0.3519	-0.7909	0.0	0.0	1.38778
38181642-38182042	ENSG00000184381.20	-0.3519	-0.7909	0.0	0.0	1.38778
38181668-38182068	ENSG00000184381.20	-0.3519	-0.7909	0.0	0.0	1.38778
50294519-50294919	ENSG00000196576.16	0.5774	0.0	0.0	0.0	-0.30344
50294526-50294926	ENSG00000196576.16	0.5774	0.0	0.0	0.0	-0.30344
50294578-50294978	ENSG00000196576.16	0.5774	0.0	0.0	0.0	-0.30344
50307353-50307753	ENSG00000196576.16	-0.3922	-1.68664	0.0	0.0	-0.96389
50307403-50307803	ENSG00000196576.16	-0.3922	-1.68664	0.0	0.0	-0.96389
50307427-50307827	ENSG00000196576.16	-0.3922	-1.68664	0.0	0.0	-0.96389
50307446-50307846	ENSG00000196576.16	-0.3922	-1.68664	0.0	0.0	-0.96389
112332868-112333268	ENSG00000091972.18	0.3111	-0.38761	0.0	0.0	1.06661
112332956-112333356	ENSG00000091972.18	0.3111	-0.38761	0.0	0.0	1.06661
112332978-112333378	ENSG00000091972.18	0.3111	-0.38761	0.0	0.0	1.06661
112333024-112333424	ENSG00000091972.18	0.3111	-0.38761	0.0	0.0	1.06661
112340702-112341102	ENSG00000091972.18	0.3745				
112340783-112341183	ENSG00000091972.18	0.3745				
112344762-112345162	ENSG00000091972.18	0.3745				
112344875-112345275	ENSG00000091972.18	0.3745				
134482542-134482942	ENSG00000129055.13	0.3621				
134482606-134483006	ENSG00000129055.13	0.3621				
134482731-134483131	ENSG00000129055.13	0.3621				
134485120-134485520	ENSG00000129055.13	0.3621	0.04348	0.0	0.0	0.389
134485554-134485954	ENSG00000129055.13	-0.4005	0.04348	0.0	0.0	0.389
134485556-134485956	ENSG00000129055.13	-0.4005	0.04348	0.0	0.0	0.389
134485559-134485959	ENSG00000129055.13	-0.4005	0.04348	0.0	0.0	0.389
134485591-134485991	ENSG00000129055.13	-0.4005	0.04348	0.0	0.0	0.389
134485607-134486007	ENSG00000129055.13	-0.4005	0.04348	0.0	0.0	0.389
134485752-134486152	ENSG00000129055.13	-0.4005	0.04348	0.0	0.0	0.3803
134485785-134486185	ENSG00000129055.13	-0.4005	0.04348	0.0	0.0	0.3803
134485789-134486189	ENSG00000129055.13	-0.4005	0.04348	0.0	0.0	0.3803
134485804-134486204	ENSG00000129055.13	-0.4005	0.04348	0.0	0.0	0.3803
134485822-134486222	ENSG00000129055.13	-0.4005	0.04348	0.0	0.0	0.3803
134485823-134486223	ENSG00000129055.13	-0.4005	0.04348	0.0	0.0	0.3803
134485824-134486224	ENSG00000129055.13	-0.4005	0.04348	0.0	0.0	0.3803
134485837-134486237	ENSG00000129055.13	-0.4005	0.04348	0.0	0.0	0.3803
134485845-134486245	ENSG00000129055.13	-0.4005	0.04348	0.0	0.0	0.3803
134485846-134486246	ENSG00000129055.13	-0.4005	0.04348	0.0	0.0	0.3803
134485850-134486250	ENSG00000129055.13	-0.4005	0.04348	0.0	0.0	0.3803
134485852-134486252	ENSG00000129055.13	-0.4005	0.04348	0.0	0.0	0.3803
134485855-134486255	ENSG00000129055.13	-0.4005	0.04348	0.0	0.0	0.3803
134485857-134486257	ENSG00000129055.13	-0.4005	0.04348	0.0	0.0	0.3803
134485907-134486307	ENSG00000129055.13	-0.4005	0.04348	0.0	0.0	0.3803
134485910-134486310	ENSG00000129055.13	-0.4005	0.04348	0.0	0.0	0.3803
152447420-152447820	ENSG00000152601.18	0.5439				
152447525-152447925	ENSG00000152601.18	0.5439				
152447573-152447973	ENSG00000152601.18	0.5439				
152455342-152455742	ENSG00000152601.18	-0.4935	0.0	2.02627	0.0	0.0
152455377-152455777	ENSG00000152601.18	-0.4935	0.0	2.02627	0.0	0.0
152456067-152456467	ENSG00000152601.18	0.5439				
152456161-152456561	ENSG00000152601.18	0.5439				
3126733-3127133	ENSG00000072756.17	-0.3485	-0.0343	0.0	0.0	0.17659
3126740-3127140	ENSG00000072756.17	-0.3485	-0.0343	0.0	0.0	0.17659
3126748-3127148	ENSG00000072756.17	-0.3485	-0.0343	0.0	0.0	0.17659
3126752-3127152	ENSG00000072756.17	-0.3485	-0.0343	0.0	0.0	0.17659
3126754-3127154	ENSG00000072756.17	-0.3485	-0.0343	0.0	0.0	0.17659
3126763-3127163	ENSG00000072756.17	-0.3485	-0.0343	0.0	0.0	0.17659
3126765-3127165	ENSG00000072756.17	-0.3485	-0.0343	0.0	0.0	0.17659
3126770-3127170	ENSG00000072756.17	-0.3485	-0.0343	0.0	0.0	0.17659
3126780-3127180	ENSG00000072756.17	-0.3485	-0.0343	0.0	0.0	0.17659
3126790-3127190	ENSG00000072756.17	-0.3485	-0.0343	0.0	0.0	0.17659
3126820-3127220	ENSG00000072756.17	-0.3485	-0.0343	0.0	0.0	0.17659
3126861-3127261	ENSG00000072756.17	-0.3485	-0.0343	0.0	0.0	0.13192
3127746-3128146	ENSG00000072756.17	0.3465	-0.0343	0.0	0.0	0.0
3127818-3128218	ENSG00000072756.17	0.3465	-0.0343	0.0	0.0	0.0
3128814-3129214	ENSG00000072756.17	0.3465				
3128955-3129355	ENSG00000072756.17	0.3465				
3128988-3129388	ENSG00000072756.17	0.3465				
70971811-70972211	ENSG00000114861.24	0.3344				
70971980-70972380	ENSG00000114861.24	0.3344				
70972355-70972755	ENSG00000114861.24	-0.3767				
70972476-70972876	ENSG00000114861.24	-0.3767				
70976741-70977141	ENSG00000114861.24	0.3344				
70976842-70977242	ENSG00000114861.24	0.3344				
71299495-71299895	ENSG00000114861.24	0.6337	0.0	0.0	0.0	2.11334
71299620-71300020	ENSG00000114861.24	0.6337	0.0	0.0	0.0	2.11334
71299635-71300035	ENSG00000114861.24	0.6337	0.0	0.0	0.0	2.11334
71299640-71300040	ENSG00000114861.24	0.6337	0.0	0.0	0.0	2.11334
71299680-71300080	ENSG00000114861.24	0.6337	0.0	0.0	0.0	2.11334
71305653-71306053	ENSG00000114861.24	0.6337	1.72196	0.0	0.0	0.53243
71305678-71306078	ENSG00000114861.24	0.6337	1.72196	0.0	0.0	0.53243
71305786-71306186	ENSG00000114861.24	0.6337	1.72196	0.0	0.0	0.53243
71305815-71306215	ENSG00000114861.24	0.6337	1.72196	0.0	0.0	0.53243
71305822-71306222	ENSG00000114861.24	0.6337	1.72196	0.0	0.0	0.53243
71305833-71306233	ENSG00000114861.24	0.6337	1.72196	0.0	0.0	0.53243
71305853-71306253	ENSG00000114861.24	0.6337	1.72196	0.0	0.0	0.53243
71358950-71359350	ENSG00000114861.24	-0.5698				
71359028-71359428	ENSG00000114861.24	-0.5698				
71359044-71359444	ENSG00000114861.24	-0.5698				
84959292-84959692	ENSG00000175161.14	0.4189	0.76144	0.0	0.0	1.19667
84959346-84959746	ENSG00000175161.14	0.4189	0.76144	0.0	0.0	1.19667
84959390-84959790	ENSG00000175161.14	0.4189	0.76144	0.0	0.0	1.19667
84959436-84959836	ENSG00000175161.14	0.4189	0.76144	0.0	0.0	1.19667
84959468-84959868	ENSG00000175161.14	0.4189	0.76144	0.0	0.0	1.19667
84959897-84960297	ENSG00000175161.14	0.4189	0.76144	0.0	0.0	1.03882
85801847-85802247	ENSG00000175161.14	-0.4449				
85801996-85802396	ENSG00000175161.14	-0.4449				
105699650-105700050	ENSG00000138785.16	0.4269				
105699673-105700073	ENSG00000138785.16	0.4269				
105699751-105700151	ENSG00000138785.16	0.4269				
105699814-105700214	ENSG00000138785.16	0.4269				
105699934-105700334	ENSG00000138785.16	0.4269				
105699988-105700388	ENSG00000138785.16	0.4269				
105703448-105703848	ENSG00000138785.16	0.4269				
105703609-105704009	ENSG00000138785.16	0.4269				
105708438-105708838	ENSG00000138785.16	-0.4587	0.04874	0.0	0.0	-0.69766
105708439-105708839	ENSG00000138785.16	-0.4587	0.04874	0.0	0.0	-0.69766
105708456-105708856	ENSG00000138785.16	-0.4587	0.04874	0.0	0.0	-0.69766
105708459-105708859	ENSG00000138785.16	-0.4587	0.04874	0.0	0.0	-0.69766
105708465-105708865	ENSG00000138785.16	-0.4587	0.04874	0.0	0.0	-0.69766
105708483-105708883	ENSG00000138785.16	-0.4587	0.04874	0.0	0.0	-0.69766
105708489-105708889	ENSG00000138785.16	-0.4587	0.04874	0.0	0.0	-0.69766
105708578-105708978	ENSG00000138785.16	-0.4587	0.04874	0.0	0.0	-0.69766
105708584-105708984	ENSG00000138785.16	-0.4587	0.04874	0.0	0.0	-0.69766
105708587-105708987	ENSG00000138785.16	-0.4587	0.04874	0.0	0.0	-0.69766
112646591-112646991	ENSG00000249532.6	0.421	0.15724	0.0	0.0	1.59688
112646690-112647090	ENSG00000249532.6	0.421	0.15724	0.0	0.0	1.59688
112646702-112647102	ENSG00000249532.6	0.421	0.15724	0.0	0.0	1.59688
112646755-112647155	ENSG00000249532.6	0.421	0.15724	0.0	0.0	1.59688
112646768-112647168	ENSG00000249532.6	0.421	0.15724	0.0	0.0	1.59688
112646834-112647234	ENSG00000249532.6	0.421	0.15724	0.0	0.0	1.59688
112646853-112647253	ENSG00000249532.6	0.421	0.15724	0.0	0.0	1.59688
112646927-112647327	ENSG00000249532.6	0.421	0.15724	0.0	0.0	1.59688
112647138-112647538	ENSG00000249532.6	0.421	0.15724	0.0	0.0	1.59688
112647215-112647615	ENSG00000249532.6	0.421	0.15724	0.0	0.0	1.59688
112647249-112647649	ENSG00000249532.6	0.421	0.15724	0.0	0.0	1.59688
112647267-112647667	ENSG00000249532.6	0.421	0.15724	0.0	0.0	1.59688
112647349-112647749	ENSG00000249532.6	0.421	0.15724	0.0	0.0	1.59688
112647451-112647851	ENSG00000249532.6	0.4007	0.15724	0.0	0.0	1.59688
112648285-112648685	ENSG00000249532.6	0.4007	0.15724	0.0	0.0	1.34687
112648313-112648713	ENSG00000249532.6	0.4007	0.15724	0.0	0.0	1.34687
112648357-112648757	ENSG00000249532.6	0.4007	0.15724	0.0	0.0	1.34687
112648399-112648799	ENSG00000249532.6	0.4007	0.15724	0.0	0.0	1.34687
112648454-112648854	ENSG00000249532.6	0.4007	0.15724	0.0	0.0	1.34687
112648499-112648899	ENSG00000249532.6	0.4007	0.15724	0.0	0.0	1.34687
112648500-112648900	ENSG00000249532.6	0.4007	0.15724	0.0	0.0	1.34687
112648540-112648940	ENSG00000249532.6	0.4007	0.15724	0.0	0.0	1.34687
16075775-16076175	ENSG00000007062.12	0.4085				
16075799-16076199	ENSG00000007062.12	0.4085				
16075859-16076259	ENSG00000007062.12	0.4085				
16075918-16076318	ENSG00000007062.12	0.4085				
16083273-16083673	ENSG00000007062.12	-0.4196	0.0035	-1.56093	0.0	0.0
16083458-16083858	ENSG00000007062.12	-0.4196	0.0035	-1.56093	0.0	0.0
16083465-16083865	ENSG00000007062.12	-0.4196	0.0035	-1.56093	0.0	0.0
16083501-16083901	ENSG00000007062.12	-0.4196	0.0035	-1.56093	0.0	0.0
16083504-16083904	ENSG00000007062.12	-0.4196	0.0035	-1.56093	0.0	0.0
16083532-16083932	ENSG00000007062.12	-0.4196	0.0035	-1.56093	0.0	0.0
16083778-16084178	ENSG00000007062.12	0.4085	0.0035	-1.56093	0.0	0.0
16083823-16084223	ENSG00000007062.12	0.4085	0.0035	-1.56093	0.0	0.0
40934316-40934716	ENSG00000163697.17	0.5779	0.0	0.0	0.0	1.13756
40934414-40934814	ENSG00000163697.17	0.5779	0.0	0.0	0.0	1.13756
40934499-40934899	ENSG00000163697.17	0.5779	0.0	0.0	0.0	1.13756
40934877-40935277	ENSG00000163697.17	0.5779	0.0	0.0	0.0	0.91538
40934939-40935339	ENSG00000163697.17	0.5779	0.0	0.0	0.0	0.91538
40944665-40945065	ENSG00000163697.17	0.4428				
41605694-41606094	ENSG00000064042.18	-0.4646				
41605804-41606204	ENSG00000064042.18	-0.4646				
41612702-41613102	ENSG00000064042.18	0.4573	0.0	0.58218	0.0	-1.21757
41612898-41613298	ENSG00000064042.18	0.4573	0.0	0.58218	0.0	0.0
41612904-41613304	ENSG00000064042.18	0.4573	0.0	0.58218	0.0	0.0
41613266-41613666	ENSG00000064042.18	0.4573	0.0	0.58218	0.0	0.0
41613276-41613676	ENSG00000064042.18	0.4573	0.0	0.58218	0.0	0.0
41613334-41613734	ENSG00000064042.18	0.4573	0.0	0.58218	0.0	0.0
41613357-41613757	ENSG00000064042.18	0.4573	0.0	0.58218	0.0	0.0
41613461-41613861	ENSG00000064042.18	0.4573	0.0	0.58218	0.0	0.0
41619162-41619562	ENSG00000064042.18	0.7999				
41619240-41619640	ENSG00000064042.18	0.7999				
41638732-41639132	ENSG00000064042.18	-0.7914				
41638767-41639167	ENSG00000064042.18	-0.7914				
41644300-41644700	ENSG00000064042.18	0.7999	0.0	1.26122	0.0	0.0
41644426-41644826	ENSG00000064042.18	0.7999	0.0	1.26122	0.0	0.0
82984517-82984917	ENSG00000189308.11	0.4218				
82984624-82985024	ENSG00000189308.11	0.4218				
82984676-82985076	ENSG00000189308.11	0.4218				
83010284-83010684	ENSG00000189308.11	-0.4226	-0.14695	0.0	0.0	-1.48268
83012592-83012992	ENSG00000189308.11	0.4218	-0.27876	0.0	0.0	0.0
83012687-83013087	ENSG00000189308.11	0.4218	-0.27876	0.0	0.0	0.0
83012711-83013111	ENSG00000189308.11	0.4218	-0.27876	0.0	0.0	0.0
83012726-83013126	ENSG00000189308.11	0.4218	-0.27876	0.0	0.0	0.0
11564744-11565144	ENSG00000169862.20	0.4236				
11564856-11565256	ENSG00000169862.20	0.4236				
11588535-11588935	ENSG00000169862.20	-0.4212	-1.76759	0.0	0.0	-1.02223
11588546-11588946	ENSG00000169862.20	-0.4212	-1.76759	0.0	0.0	-1.02223
11588611-11589011	ENSG00000169862.20	-0.4212	-1.76759	0.0	0.0	-1.02223
11588648-11589048	ENSG00000169862.20	-0.4212	-1.76759	0.0	0.0	-1.02223
11731936-11732336	ENSG00000169862.20	0.4236				
11732072-11732472	ENSG00000169862.20	0.4236				
127290659-127291059	ENSG00000145794.17	-0.3642	0.88166	-1.65947	0.0	0.65348
